"統一編號","公司名稱","公司地址","實收資本額","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"27297103","金壽砂石股份有限公司","花蓮縣花蓮市中山路412巷12號1樓","54000000","0930521","花蓮縣花蓮市國安里１鄰中山路４１２巷１２號１樓","461214,060099,771100,","02-AUG-20","","","","",""
"27299904","樵安開發國際有限公司","花蓮縣吉安鄉永安村明仁一街129巷42號1樓","0","0930526","花蓮縣吉安鄉永安村明仁一街１２９巷４２號１樓","461516,464920,464918,249999","02-AUG-20","","","","",""
"27385936","友宣有限公司","臺東縣池上鄉福原村9鄰中東三路9號","null","0930629","臺東縣池上鄉福原村９鄰中東三路９號","439099,159999,339999,464211","02-AUG-20","","","","",""
"27410560","正群實業股份有限公司","臺東縣成功鎮忠智里民權路33號1樓","1500000","0930729","臺東縣成功鎮忠智里民權路３３號","381111,382112,060099,381113","02-AUG-20","","","","",""
"27451978","玄閎科技有限公司","花蓮縣吉安鄉北昌村莊敬路115號1樓","0","0930924","花蓮縣吉安鄉北昌村莊敬路１１５號１樓","434099,461311,454999,472914","02-AUG-20","","","","",""
"27465451","蜂之鄉有限公司","花蓮縣花蓮市民心里美工六街31號","0","0931012","花蓮縣花蓮市民心里３鄰美工六街３１號","453911,089111,472934,487113","02-AUG-20","","","","HONEY BEE TOWN,BEE TECK,蜂之鄉,小蜜酥,二日齡蜂王漿,HONEYBEETOWN,HONEYBEE TOWN,","2019-11-22"
"27470855","伊甸園有限公司","花蓮縣花蓮市民享里11鄰北興路32之9號","0","0931019","花蓮縣花蓮市民享里０１１鄰北興路３２－９號","494099,484311,484315,465316","02-AUG-20","","","","",""
"27495146","順裕石材有限公司","花蓮縣花蓮市美工六街1號1樓","0","0931122","花蓮縣花蓮市民心里３鄰美工六街１號１樓","461311,234099,481014,","02-AUG-20","","","","",""
"27512031","集耀有限公司","花蓮縣吉安鄉仁和村南海三街208巷16號1樓","null","0931213","花蓮縣吉安鄉仁和村南海三街２０８巷１６號１樓","060014,381114,381111,390011","02-AUG-20","","","","",""
"27607347","吉田鋼鐵工程有限公司","臺東縣臺東市豐樂里太原路二段251巷121號","0","0940126","臺東縣臺東市豐樂里太原路２段２５１巷１２１號","254911,340099,434012,439099","02-AUG-20","","","","",""
"27618724","湛之泉實業有限公司","臺東縣臺東市中心里新生路550號1樓","0","0940215","臺東縣臺東市中心里新生路５５０號１樓","474213,476314,454999,483111","02-AUG-20","","","","",""
"27634180","西岸石材有限公司","花蓮縣花蓮市美工五街6號","0","0940309","花蓮縣花蓮市民心里７鄰美工五街６號","461513,481014,234099,","02-AUG-20","","","","",""
"27636933","十全餐旅有限公司","臺東縣關山鎮豐泉里中正路75號1樓","0","0940314","臺東縣關山鎮豐泉里００１鄰中正路７５號１樓","472999,472913,471112,561115","02-AUG-20","","","","",""
"27649233","陽光石材股份有限公司","花蓮縣花蓮市國裕里富裕八街29號1樓","12600000","0940325","花蓮縣花蓮市國裕里富裕八街２９號１樓","530100,461311,481014,","02-AUG-20","","","","",""
"27657556","薪傳水電企業有限公司","臺東縣臺東市南王里更生北路575巷36號1樓","null","0940404","臺東縣臺東市南王里更生北路５７５巷３６號","433111,433115,474112,433117","02-AUG-20","","","","",""
"27667702","鑫囍企業股份有限公司","花蓮縣花蓮市民心里精美路28號","12000000","0940414","花蓮縣花蓮市民心里精美路２８號","091900,089714,193099,086312","02-AUG-20","","","","鑫囍,","2019-11-22"
"27808528","英展鐵材企業股份有限公司","臺東縣臺東市豐樂里大業路132巷2號","3600000","0940606","臺東縣臺東市豐樂里大業路１３２巷２號","241313,241311,259212,252299","02-AUG-20","","","","",""
"27816528","宥杰有限公司","花蓮縣花蓮市民孝里東興二街12巷25號1樓","0","0940614","花蓮縣花蓮市民孝里東興二街１２巷２５號１樓","060099,060014,233200,461999","02-AUG-20","","","","",""
"27816837","宏眾國際有限公司","花蓮縣花蓮市民心里美工路63號","0","0940614","花蓮縣花蓮市民心里３鄰美工路６３號","234099,461311,,","02-AUG-20","","","","",""
