"統一編號","公司名稱","公司地址","實收資本額","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"42765463","八佰町生技有限公司","宜蘭縣冬山鄉得安村梅林路750號","0","1050112","宜蘭縣冬山鄉得安村梅林路７５０號","454999,456799,474917,475299","02-AUG-20","","","","",""
"42765506","達豐通訊科技股份有限公司","新竹市東區建華里學府路35號7樓","10500000","1050112","新竹市東　區建華里學府路３５號７樓","269999,464111,,","02-AUG-20","","","","",""
"42765554","根杬國際有限公司","新竹市北區西雅里民富街320號1樓","0","1050112","新竹市北　區西雅里民富街３２０號１樓","461111,,,","02-AUG-20","","","","",""
"42765631","禾向科技股份有限公司","新竹縣竹北市中興里嘉豐六路一段8號","5000000","1050112","新竹縣竹北市中興里嘉豐六路一段８號１樓","464999,464211,469999,","02-AUG-20","","","","",""
"42765787","彩騇科技有限公司","新竹縣竹北市新港五街一段193號1樓","0","1050113","新竹縣竹北市新港五街１段１９３號１樓","160100,160212,,","02-AUG-20","","","","",""
"42765822","龍豪食品有限公司","苗栗縣後龍鎮埔頂里18鄰厝勝路219號","0","1050113","苗栗縣後龍鎮埔頂里１８鄰厝勝路２１９號","454999,487113,086213,740913","02-AUG-20","","","","",""
"42766126","高爾電子有限公司","新竹縣竹東鎮三重里中興路2段318巷42號1樓","0","1050114","新竹縣竹東鎮三重里中興路２段３１８巷４２號１樓","472999,472918,464211,269999","02-AUG-20","","","","GR,","2019-11-22"
"42766202","清颺科技有限公司","新竹市南勢里延平路一段406巷5號1樓","null","1050114","新竹市北　區南勢里延平路一段４０６巷５號１樓","464211,723000,462099,181014","02-AUG-20","","","","",""
"42766420","台灣鄉村酒業有限公司","苗栗縣後龍鎮東明里13鄰下浮尾28之9號","0","1050114","苗栗縣後龍鎮東明里１３鄰下浮尾２８－９號","091900,454611,472913,","02-AUG-20","","","","",""
"42766701","翰錡海產有限公司","基隆市中山區中華路167巷15號1樓","0","1050115","基隆市中山區文化里中華路１６７巷１５號１樓","454399,454999,,","02-AUG-20","","","","",""
"42767069","鼎曆機械有限公司","苗栗縣竹南鎮山佳里四維街106號","null","1050118","苗栗縣竹南鎮山佳里００８鄰四維街１０６號","252100,433900,433211,292999","02-AUG-20","","","","",""
"42767672","福雄工程股份有限公司","苗栗縣竹南鎮崎頂里3鄰青草50之2號1樓","10000000","1050119","苗栗縣竹南鎮崎頂里００３鄰青草５０之２號１樓","439099,233200,461211,461214","02-AUG-20","","","","",""
"42768193","今鑫實業有限公司","宜蘭縣冬山鄉廣興村梅花路550巷23弄2號1樓","0","1050120","宜蘭縣冬山鄉廣興村梅花路５５０巷２３弄２號１樓","382112,381111,381114,","02-AUG-20","","","","",""
"42768573","瑞展興業有限公司","宜蘭縣羅東鎮公正里純精路三段132號一樓","0","1050121","宜蘭縣羅東鎮公正里純精路三段１３２號１樓","259212,461599,481013,283100","02-AUG-20","","","","",""
"42768686","鮮極有限公司","新竹市東區關新里關新北路171號","null","1050121","新竹市東　區關新里關新北路１７１號","561115,,,","02-AUG-20","","","","",""
"42768709","鼎翔工程股份有限公司","基隆市七堵區福五街85巷42號5樓","5000000","1050121","基隆市七堵區百福里福五街８５巷４２號５樓","431014,434099,,","02-AUG-20","","","","",""
"42769123","德通電機有限公司","基隆市七堵區東新街89巷35號","null","1050122","基隆市七堵區長興里東新街８９巷３５號","281099,433199,464211,","02-AUG-20","","","","",""
"42769947","唐虞書院文化事業有限公司","宜蘭縣礁溪鄉時潮村塭底路109號三樓","null","1050126","宜蘭縣礁溪鄉時潮村??底路１０９號３樓","331400,458111,476111,","02-AUG-20","","","","",""
"42769989","禾創興業股份有限公司","新竹縣竹北市鹿場里成功三路87號2樓之1","2000000","1050126","新竹縣竹北市鹿場里００３鄰成功三路８７號","381113,382199,,","02-AUG-20","","","","",""
